Number,# of Divisors,# of Factors,Fermat,Gaussian Prime,Highly Composite,Mod 5,Mod 6,Powerful,Pronic,Squarefree
1317,2,2,0,0,0,2,3,0,0,1
1318,2,2,0,0,0,3,4,0,0,1
1319,0,1,1,1,0,4,5,0,0,1
1320,30,4,0,0,0,0,0,0,0,0
1321,0,1,1,0,0,1,1,0,0,1
1322,2,2,0,0,0,2,2,0,0,1
1323,10,2,0,0,0,3,3,1,0,0
1324,4,2,0,0,0,4,4,0,0,0
1325,4,2,0,0,0,0,5,0,0,0
1326,14,4,0,0,0,1,0,0,0,1
1327,0,1,1,1,0,2,1,0,0,1
1328,8,2,0,0,0,3,2,0,0,0
1329,2,2,0,0,0,4,3,0,0,1
1330,14,4,0,0,0,0,4,0,0,1
1331,2,1,0,0,0,1,5,1,0,0
1332,16,3,0,0,0,2,0,0,1,0
1333,2,2,0,0,0,3,1,0,0,1
1334,6,3,0,0,0,4,2,0,0,1
1335,6,3,0,0,0,0,3,0,0,1
1336,6,2,0,0,0,1,4,0,0,0
1337,2,2,0,0,0,2,5,0,0,1
1338,6,3,0,0,0,3,0,0,0,1
1339,2,2,0,0,0,4,1,0,0,1
1340,10,3,0,0,0,0,2,0,0,0
1341,4,2,0,0,0,1,3,0,0,0
1342,6,3,0,0,0,2,4,0,0,1
1343,2,2,0,0,0,3,5,0,0,1
1344,26,3,0,0,0,4,0,0,0,0
1345,2,2,0,0,0,0,1,0,0,1
1346,2,2,0,0,0,1,2,0,0,1
1347,2,2,0,0,0,2,3,0,0,1
1348,4,2,0,0,0,3,4,0,0,0
1349,2,2,0,0,0,4,5,0,0,1
1350,22,3,0,0,0,0,0,0,0,0
1351,2,2,0,0,0,1,1,0,0,1
1352,10,2,0,0,0,2,2,1,0,0
1353,6,3,0,0,0,3,3,0,0,1
1354,2,2,0,0,0,4,4,0,0,1
1355,2,2,0,0,0,0,5,0,0,1
1356,10,3,0,0,0,1,0,0,0,0
1357,2,2,0,0,0,2,1,0,0,1
1358,6,3,0,0,0,3,2,0,0,1
1359,4,2,0,0,0,4,3,0,0,0
1360,18,3,0,0,0,0,4,0,0,0
1361,0,1,1,0,0,1,5,0,0,1
1362,6,3,0,0,0,2,0,0,0,1
1363,2,2,0,0,0,3,1,0,0,1
1364,10,3,0,0,0,4,2,0,0,0
1365,14,4,0,0,0,0,3,0,0,1
1366,2,2,0,0,0,1,4,0,0,1
1367,0,1,1,1,0,2,5,0,0,1
1368,22,3,0,0,0,3,0,0,0,0
1369,1,1,0,0,0,4,1,1,0,0
1370,6,3,0,0,0,0,2,0,0,1
1371,2,2,0,0,0,1,3,0,0,1
1372,10,2,0,0,0,2,4,1,0,0
1373,0,1,1,0,0,3,5,0,0,1
1374,6,3,0,0,0,4,0,0,0,1
1375,6,2,0,0,0,0,1,0,0,0
1376,10,2,0,0,0,1,2,0,0,0
1377,8,2,0,0,0,2,3,0,0,0
1378,6,3,0,0,0,3,4,0,0,1
1379,2,2,0,0,0,4,5,0,0,1
1380,22,4,0,0,0,0,0,0,0,0
1381,0,1,1,0,0,1,1,0,0,1
1382,2,2,0,0,0,2,2,0,0,1
1383,2,2,0,0,0,3,3,0,0,1
1384,6,2,0,0,0,4,4,0,0,0
1385,2,2,0,0,0,0,5,0,0,1
1386,22,4,0,0,0,1,0,0,0,0
1387,2,2,1,0,0,2,1,0,0,1
1388,4,2,0,0,0,3,2,0,0,0
1389,2,2,0,0,0,4,3,0,0,1
1390,6,3,0,0,0,0,4,0,0,1
1391,2,2,0,0,0,1,5,0,0,1
1392,18,3,0,0,0,2,0,0,0,0
1393,2,2,0,0,0,3,1,0,0,1
1394,6,3,0,0,0,4,2,0,0,1
1395,10,3,0,0,0,0,3,0,0,0
1396,4,2,0,0,0,1,4,0,0,0
1397,2,2,0,0,0,2,5,0,0,1
1398,6,3,0,0,0,3,0,0,0,1
1399,0,1,1,1,0,4,1,0,0,1
1400,22,3,0,0,0,0,2,0,0,0
1401,2,2,0,0,0,1,3,0,0,1
1402,2,2,0,0,0,2,4,0,0,1
1403,2,2,0,0,0,3,5,0,0,1
1404,22,3,0,0,0,4,0,0,0,0
1405,2,2,0,0,0,0,1,0,0,1
1406,6,3,0,0,0,1,2,0,1,1
1407,6,3,0,0,0,2,3,0,0,1
1408,14,2,0,0,0,3,4,0,0,0
1409,0,1,1,0,0,4,5,0,0,1
1410,14,4,0,0,0,0,0,0,0,1
1411,2,2,0,0,0,1,1,0,0,1
1412,4,2,0,0,0,2,2,0,0,0
1413,4,2,0,0,0,3,3,0,0,0
1414,6,3,0,0,0,4,4,0,0,1
1415,2,2,0,0,0,0,5,0,0,1
1416,14,3,0,0,0,1,0,0,0,0
1417,2,2,0,0,0,2,1,0,0,1
1418,2,2,0,0,0,3,2,0,0,1
1419,6,3,0,0,0,4,3,0,0,1
1420,10,3,0,0,0,0,4,0,0,0
1421,4,2,0,0,0,1,5,0,0,0
1422,10,3,0,0,0,2,0,0,0,0
1423,0,1,1,1,0,3,1,0,0,1
1424,8,2,0,0,0,4,2,0,0,0
1425,10,3,0,0,0,0,3,0,0,0
1426,6,3,0,0,0,1,4,0,0,1
1427,0,1,1,1,0,2,5,0,0,1
1428,22,4,0,0,0,3,0,0,0,0
1429,0,1,1,0,0,4,1,0,0,1
1430,14,4,0,0,0,0,2,0,0,1
1431,6,2,0,0,0,1,3,0,0,0
1432,6,2,0,0,0,2,4,0,0,0
1433,0,1,1,0,0,3,5,0,0,1
1434,6,3,0,0,0,4,0,0,0,1
1435,6,3,0,0,0,0,1,0,0,1
1436,4,2,0,0,0,1,2,0,0,0
1437,2,2,0,0,0,2,3,0,0,1
1438,2,2,0,0,0,3,4,0,0,1
1439,0,1,1,1,0,4,5,0,0,1
1440,34,3,0,0,0,0,0,0,0,0
1441,2,2,0,0,0,1,1,0,0,1
1442,6,3,0,0,0,2,2,0,0,1
1443,6,3,0,0,0,3,3,0,0,1
1444,7,2,0,0,0,4,4,1,0,0
1445,4,2,0,0,0,0,5,0,0,0
1446,6,3,0,0,0,1,0,0,0,1
1447,0,1,1,1,0,2,1,0,0,1
1448,6,2,0,0,0,3,2,0,0,0
1449,10,3,0,0,0,4,3,0,0,0
1450,10,3,0,0,0,0,4,0,0,0
1451,0,1,1,1,0,1,5,0,0,1
1452,16,3,0,0,0,2,0,0,0,0
1453,0,1,1,0,0,3,1,0,0,1
1454,2,2,0,0,0,4,2,0,0,1
1455,6,3,0,0,0,0,3,0,0,1
1456,18,3,0,0,0,1,4,0,0,0
1457,2,2,0,0,0,2,5,0,0,1
1458,12,2,0,0,0,3,0,0,0,0
1459,0,1,1,1,0,4,1,0,0,1
1460,10,3,0,0,0,0,2,0,0,0
1461,2,2,0,0,0,1,3,0,0,1
1462,6,3,0,0,0,2,4,0,0,1
1463,6,3,0,0,0,3,5,0,0,1
1464,14,3,0,0,0,4,0,0,0,0
1465,2,2,0,0,0,0,1,0,0,1
1466,2,2,0,0,0,1,2,0,0,1
1467,4,2,0,0,0,2,3,0,0,0
1468,4,2,0,0,0,3,4,0,0,0
1469,2,2,0,0,0,4,5,0,0,1
1470,22,4,0,0,0,0,0,0,0,0
1471,0,1,1,1,0,1,1,0,0,1
1472,12,2,0,0,0,2,2,0,0,0
1473,2,2,0,0,0,3,3,0,0,1
1474,6,3,0,0,0,4,4,0,0,1
1475,4,2,0,0,0,0,5,0,0,0
1476,16,3,0,0,0,1,0,0,0,0
1477,2,2,0,0,0,2,1,0,0,1
1478,2,2,0,0,0,3,2,0,0,1
1479,6,3,0,0,0,4,3,0,0,1
1480,14,3,0,0,0,0,4,0,0,0
1481,0,1,1,0,0,1,5,0,0,1
1482,14,4,0,0,0,2,0,0,1,1
1483,0,1,1,1,0,3,1,0,0,1
1484,10,3,0,0,0,4,2,0,0,0
1485,14,3,0,0,0,0,3,0,0,0
1486,2,2,0,0,0,1,4,0,0,1
1487,0,1,1,1,0,2,5,0,0,1
1488,18,3,0,0,0,3,0,0,0,0
1489,0,1,1,0,0,4,1,0,0,1
1490,6,3,0,0,0,0,2,0,0,1
1491,6,3,0,0,0,1,3,0,0,1
1492,4,2,0,0,0,2,4,0,0,0
1493,0,1,1,0,0,3,5,0,0,1
1494,10,3,0,0,0,4,0,0,0,0
1495,6,3,0,0,0,0,1,0,0,1
1496,14,3,0,0,0,1,2,0,0,0
1497,2,2,0,0,0,2,3,0,0,1
1498,6,3,0,0,0,3,4,0,0,1
1499,0,1,1,1,0,4,5,0,0,1
1500,22,3,0,0,0,0,0,0,0,0
1501,2,2,0,0,0,1,1,0,0,1
1502,2,2,0,0,0,2,2,0,0,1
1503,4,2,0,0,0,3,3,0,0,0
1504,10,2,0,0,0,4,4,0,0,0
1505,6,3,0,0,0,0,5,0,0,1
1506,6,3,0,0,0,1,0,0,0,1
1507,2,2,0,0,0,2,1,0,0,1
1508,10,3,0,0,0,3,2,0,0,0
1509,2,2,0,0,0,4,3,0,0,1
1510,6,3,0,0,0,0,4,0,0,1
1511,0,1,1,1,0,1,5,0,0,1
1512,30,3,0,0,0,2,0,0,0,0
1513,2,2,0,0,0,3,1,0,0,1
1514,2,2,0,0,0,4,2,0,0,1
1515,6,3,0,0,0,0,3,0,0,1
1516,4,2,0,0,0,1,4,0,0,0
1517,2,2,0,0,0,2,5,0,0,1
1518,14,4,0,0,0,3,0,0,0,1
1519,4,2,0,0,0,4,1,0,0,0
1520,18,3,0,0,0,0,2,0,0,0
1521,7,2,0,0,0,1,3,1,0,0
1522,2,2,0,0,0,2,4,0,0,1
1523,0,1,1,1,0,3,5,0,0,1
1524,10,3,0,0,0,4,0,0,0,0
1525,4,2,0,0,0,0,1,0,0,0
1526,6,3,0,0,0,1,2,0,0,1
1527,2,2,0,0,0,2,3,0,0,1
1528,6,2,0,0,0,3,4,0,0,0
1529,2,2,0,0,0,4,5,0,0,1
1530,22,4,0,0,0,0,0,0,0,0
1531,0,1,1,1,0,1,1,0,0,1
1532,4,2,0,0,0,2,2,0,0,0
1533,6,3,0,0,0,3,3,0,0,1
