Number,# of Divisors,# of Factors,Fermat,Gaussian Prime,Highly Composite,Mod 5,Mod 6,Powerful,Pronic,Squarefree
65,2,2,0,0,0,0,5,0,0,1
66,6,3,0,0,0,1,0,0,0,1
67,0,1,1,1,0,2,1,0,0,1
68,4,2,0,0,0,3,2,0,0,0
69,2,2,0,0,0,4,3,0,0,1
70,6,3,0,0,0,0,4,0,0,1
71,0,1,1,1,0,1,5,0,0,1
72,10,2,0,0,0,2,0,1,1,0
73,0,1,1,0,0,3,1,0,0,1
74,2,2,0,0,0,4,2,0,0,1
75,4,2,0,0,0,0,3,0,0,0
76,4,2,0,0,0,1,4,0,0,0
77,2,2,0,0,0,2,5,0,0,1
78,6,3,0,0,0,3,0,0,0,1
79,0,1,1,1,0,4,1,0,0,1
80,8,2,0,0,0,0,2,0,0,0
81,3,1,0,0,0,1,3,1,0,0
82,2,2,0,0,0,2,4,0,0,1
83,0,1,1,1,0,3,5,0,0,1
84,10,3,0,0,0,4,0,0,0,0
85,2,2,0,0,0,0,1,0,0,1
86,2,2,0,0,0,1,2,0,0,1
87,2,2,0,0,0,2,3,0,0,1
88,6,2,0,0,0,3,4,0,0,0
89,0,1,1,0,0,4,5,0,0,1
90,10,3,0,0,0,0,0,0,1,0
91,2,2,0,0,0,1,1,0,0,1
92,4,2,0,0,0,2,2,0,0,0
93,2,2,0,0,0,3,3,0,0,1
94,2,2,0,0,0,4,4,0,0,1
95,2,2,0,0,0,0,5,0,0,1
96,10,2,0,0,0,1,0,0,0,0
97,0,1,1,0,0,2,1,0,0,1
98,4,2,0,0,0,3,2,0,0,0
99,4,2,0,0,0,4,3,0,0,0
100,7,2,0,0,0,0,4,1,0,0
101,0,1,1,0,0,1,5,0,0,1
102,6,3,0,0,0,2,0,0,0,1
103,0,1,1,1,0,3,1,0,0,1
104,6,2,0,0,0,4,2,0,0,0
105,6,3,0,0,0,0,3,0,0,1
106,2,2,0,0,0,1,4,0,0,1
107,0,1,1,1,0,2,5,0,0,1
108,10,2,0,0,0,3,0,1,0,0
109,0,1,1,0,0,4,1,0,0,1
110,6,3,0,0,0,0,2,0,1,1
111,2,2,0,0,0,1,3,0,0,1
112,8,2,0,0,0,2,4,0,0,0
113,0,1,1,0,0,3,5,0,0,1
114,6,3,0,0,0,4,0,0,0,1
115,2,2,0,0,0,0,1,0,0,1
116,4,2,0,0,0,1,2,0,0,0
117,4,2,0,0,0,2,3,0,0,0
118,2,2,0,0,0,3,4,0,0,1
119,2,2,0,0,0,4,5,0,0,1
120,14,3,0,0,1,0,0,0,0,0
121,1,1,0,0,0,1,1,1,0,0
122,2,2,0,0,0,2,2,0,0,1
123,2,2,0,0,0,3,3,0,0,1
124,4,2,0,0,0,4,4,0,0,0
125,2,1,0,0,0,0,5,1,0,0
126,10,3,0,0,0,1,0,0,0,0
127,0,1,1,1,0,2,1,0,0,1
128,6,1,0,0,0,3,2,1,0,0
129,2,2,0,0,0,4,3,0,0,1
130,6,3,0,0,0,0,4,0,0,1
131,0,1,1,1,0,1,5,0,0,1
132,10,3,0,0,0,2,0,0,1,0
133,2,2,0,0,0,3,1,0,0,1
134,2,2,0,0,0,4,2,0,0,1
135,6,2,0,0,0,0,3,0,0,0
136,6,2,0,0,0,1,4,0,0,0
137,0,1,1,0,0,2,5,0,0,1
138,6,3,0,0,0,3,0,0,0,1
139,0,1,1,1,0,4,1,0,0,1
140,10,3,0,0,0,0,2,0,0,0
141,2,2,0,0,0,1,3,0,0,1
142,2,2,0,0,0,2,4,0,0,1
143,2,2,0,0,0,3,5,0,0,1
144,13,2,0,0,0,4,0,1,0,0
145,2,2,0,0,0,0,1,0,0,1
146,2,2,0,0,0,1,2,0,0,1
147,4,2,0,0,0,2,3,0,0,0
148,4,2,0,0,0,3,4,0,0,0
149,0,1,1,0,0,4,5,0,0,1
150,10,3,0,0,0,0,0,0,0,0
151,0,1,1,1,0,1,1,0,0,1
152,6,2,0,0,0,2,2,0,0,0
153,4,2,0,0,0,3,3,0,0,0
154,6,3,0,0,0,4,4,0,0,1
155,2,2,0,0,0,0,5,0,0,1
156,10,3,0,0,0,1,0,0,1,0
157,0,1,1,0,0,2,1,0,0,1
158,2,2,0,0,0,3,2,0,0,1
159,2,2,0,0,0,4,3,0,0,1
160,10,2,0,0,0,0,4,0,0,0
161,2,2,0,0,0,1,5,0,0,1
162,8,2,0,0,0,2,0,0,0,0
163,0,1,1,1,0,3,1,0,0,1
164,4,2,0,0,0,4,2,0,0,0
165,6,3,0,0,0,0,3,0,0,1
166,2,2,0,0,0,1,4,0,0,1
167,0,1,1,1,0,2,5,0,0,1
168,14,3,0,0,0,3,0,0,0,0
169,1,1,0,0,0,4,1,1,0,0
170,6,3,0,0,0,0,2,0,0,1
171,4,2,0,0,0,1,3,0,0,0
172,4,2,0,0,0,2,4,0,0,0
173,0,1,1,0,0,3,5,0,0,1
174,6,3,0,0,0,4,0,0,0,1
175,4,2,0,0,0,0,1,0,0,0
176,8,2,0,0,0,1,2,0,0,0
177,2,2,0,0,0,2,3,0,0,1
178,2,2,0,0,0,3,4,0,0,1
179,0,1,1,1,0,4,5,0,0,1
180,16,3,0,0,1,0,0,0,0,0
181,0,1,1,0,0,1,1,0,0,1
182,6,3,0,0,0,2,2,0,1,1
183,2,2,0,0,0,3,3,0,0,1
184,6,2,0,0,0,4,4,0,0,0
185,2,2,0,0,0,0,5,0,0,1
186,6,3,0,0,0,1,0,0,0,1
187,2,2,0,0,0,2,1,0,0,1
188,4,2,0,0,0,3,2,0,0,0
189,6,2,0,0,0,4,3,0,0,0
190,6,3,0,0,0,0,4,0,0,1
191,0,1,1,1,0,1,5,0,0,1
192,12,2,0,0,0,2,0,0,0,0
193,0,1,1,0,0,3,1,0,0,1
194,2,2,0,0,0,4,2,0,0,1
195,6,3,0,0,0,0,3,0,0,1
196,7,2,0,0,0,1,4,1,0,0
197,0,1,1,0,0,2,5,0,0,1
198,10,3,0,0,0,3,0,0,0,0
199,0,1,1,1,0,4,1,0,0,1
200,10,2,0,0,0,0,2,1,0,0
201,2,2,0,0,0,1,3,0,0,1
202,2,2,0,0,0,2,4,0,0,1
203,2,2,0,0,0,3,5,0,0,1
204,10,3,0,0,0,4,0,0,0,0
205,2,2,0,0,0,0,1,0,0,1
206,2,2,0,0,0,1,2,0,0,1
207,4,2,0,0,0,2,3,0,0,0
208,8,2,0,0,0,3,4,0,0,0
209,2,2,0,0,0,4,5,0,0,1
210,14,4,0,0,0,0,0,0,1,1
211,0,1,1,1,0,1,1,0,0,1
212,4,2,0,0,0,2,2,0,0,0
213,2,2,0,0,0,3,3,0,0,1
214,2,2,0,0,0,4,4,0,0,1
215,2,2,0,0,0,0,5,0,0,1
216,14,2,0,0,0,1,0,1,0,0
217,2,2,0,0,0,2,1,0,0,1
218,2,2,0,0,0,3,2,0,0,1
219,2,2,0,0,0,4,3,0,0,1
220,10,3,0,0,0,0,4,0,0,0
221,2,2,0,0,0,1,5,0,0,1
222,6,3,0,0,0,2,0,0,0,1
223,0,1,1,1,0,3,1,0,0,1
224,10,2,0,0,0,4,2,0,0,0
225,7,2,0,0,0,0,3,1,0,0
226,2,2,0,0,0,1,4,0,0,1
227,0,1,1,1,0,2,5,0,0,1
228,10,3,0,0,0,3,0,0,0,0
229,0,1,1,0,0,4,1,0,0,1
230,6,3,0,0,0,0,2,0,0,1
231,6,3,0,0,0,1,3,0,0,1
232,6,2,0,0,0,2,4,0,0,0
233,0,1,1,0,0,3,5,0,0,1
234,10,3,0,0,0,4,0,0,0,0
235,2,2,0,0,0,0,1,0,0,1
236,4,2,0,0,0,1,2,0,0,0
237,2,2,0,0,0,2,3,0,0,1
238,6,3,0,0,0,3,4,0,0,1
239,0,1,1,1,0,4,5,0,0,1
240,18,3,0,0,1,0,0,0,1,0
241,0,1,1,0,0,1,1,0,0,1
242,4,2,0,0,0,2,2,0,0,0
243,4,1,0,0,0,3,3,1,0,0
244,4,2,0,0,0,4,4,0,0,0
245,4,2,0,0,0,0,5,0,0,0
246,6,3,0,0,0,1,0,0,0,1
247,2,2,0,0,0,2,1,0,0,1
248,6,2,0,0,0,3,2,0,0,0
249,2,2,0,0,0,4,3,0,0,1
250,6,2,0,0,0,0,4,0,0,0
251,0,1,1,1,0,1,5,0,0,1
252,16,3,0,0,0,2,0,0,0,0
253,2,2,0,0,0,3,1,0,0,1
254,2,2,0,0,0,4,2,0,0,1
255,6,3,0,0,0,0,3,0,0,1
256,7,1,0,0,0,1,4,1,0,0
257,0,1,1,0,0,2,5,0,0,1
258,6,3,0,0,0,3,0,0,0,1
259,2,2,0,0,0,4,1,0,0,1
260,10,3,0,0,0,0,2,0,0,0
261,4,2,0,0,0,1,3,0,0,0
262,2,2,0,0,0,2,4,0,0,1
263,0,1,1,1,0,3,5,0,0,1
264,14,3,0,0,0,4,0,0,0,0
265,2,2,0,0,0,0,1,0,0,1
266,6,3,0,0,0,1,2,0,0,1
267,2,2,0,0,0,2,3,0,0,1
268,4,2,0,0,0,3,4,0,0,0
269,0,1,1,0,0,4,5,0,0,1
270,14,3,0,0,0,0,0,0,0,0
271,0,1,1,1,0,1,1,0,0,1
272,8,2,0,0,0,2,2,0,1,0
273,6,3,0,0,0,3,3,0,0,1
274,2,2,0,0,0,4,4,0,0,1
275,4,2,0,0,0,0,5,0,0,0
276,10,3,0,0,0,1,0,0,0,0
277,0,1,1,0,0,2,1,0,0,1
278,2,2,0,0,0,3,2,0,0,1
279,4,2,0,0,0,4,3,0,0,0
280,14,3,0,0,0,0,4,0,0,0
281,0,1,1,0,0,1,5,0,0,1
282,6,3,0,0,0,2,0,0,0,1
283,0,1,1,1,0,3,1,0,0,1
284,4,2,0,0,0,4,2,0,0,0
285,6,3,0,0,0,0,3,0,0,1
286,6,3,0,0,0,1,4,0,0,1
287,2,2,0,0,0,2,5,0,0,1
288,16,2,0,0,0,3,0,1,0,0
289,1,1,0,0,0,4,1,1,0,0
290,6,3,0,0,0,0,2,0,0,1
291,2,2,0,0,0,1,3,0,0,1
292,4,2,0,0,0,2,4,0,0,0
293,0,1,1,0,0,3,5,0,0,1
294,10,3,0,0,0,4,0,0,0,0
295,2,2,0,0,0,0,1,0,0,1
296,6,2,0,0,0,1,2,0,0,0
297,6,2,0,0,0,2,3,0,0,0
298,2,2,0,0,0,3,4,0,0,1
299,2,2,0,0,0,4,5,0,0,1
300,16,3,0,0,0,0,0,0,0,0
301,2,2,0,0,0,1,1,0,0,1
302,2,2,0,0,0,2,2,0,0,1
303,2,2,0,0,0,3,3,0,0,1
304,8,2,0,0,0,4,4,0,0,0
305,2,2,0,0,0,0,5,0,0,1
306,10,3,0,0,0,1,0,0,1,0
307,0,1,1,1,0,2,1,0,0,1
308,10,3,0,0,0,3,2,0,0,0
309,2,2,0,0,0,4,3,0,0,1
310,6,3,0,0,0,0,4,0,0,1
311,0,1,1,1,0,1,5,0,0,1
312,14,3,0,0,0,2,0,0,0,0
313,0,1,1,0,0,3,1,0,0,1
314,2,2,0,0,0,4,2,0,0,1
315,10,3,0,0,0,0,3,0,0,0
316,4,2,0,0,0,1,4,0,0,0
317,0,1,1,0,0,2,5,0,0,1
318,6,3,0,0,0,3,0,0,0,1
319,2,2,0,0,0,4,1,0,0,1
320,12,2,0,0,0,0,2,0,0,0
321,2,2,0,0,0,1,3,0,0,1
322,6,3,0,0,0,2,4,0,0,1
323,2,2,0,0,0,3,5,0,0,1
324,13,2,0,0,0,4,0,1,0,0
325,4,2,0,0,0,0,1,0,0,0
326,2,2,0,0,0,1,2,0,0,1
327,2,2,0,0,0,2,3,0,0,1
328,6,2,0,0,0,3,4,0,0,0
329,2,2,0,0,0,4,5,0,0,1
330,14,4,0,0,0,0,0,0,0,1
331,0,1,1,1,0,1,1,0,0,1
332,4,2,0,0,0,2,2,0,0,0
333,4,2,0,0,0,3,3,0,0,0
334,2,2,0,0,0,4,4,0,0,1
335,2,2,0,0,0,0,5,0,0,1
336,18,3,0,0,0,1,0,0,0,0
337,0,1,1,0,0,2,1,0,0,1
338,4,2,0,0,0,3,2,0,0,0
339,2,2,0,0,0,4,3,0,0,1
340,10,3,0,0,0,0,4,0,0,0
341,2,2,1,0,0,1,5,0,0,1
342,10,3,0,0,0,2,0,0,1,0
343,2,1,0,0,0,3,1,1,0,0
344,6,2,0,0,0,4,2,0,0,0
345,6,3,0,0,0,0,3,0,0,1
346,2,2,0,0,0,1,4,0,0,1
347,0,1,1,1,0,2,5,0,0,1
348,10,3,0,0,0,3,0,0,0,0
349,0,1,1,0,0,4,1,0,0,1
350,10,3,0,0,0,0,2,0,0,0
351,6,2,0,0,0,1,3,0,0,0
352,10,2,0,0,0,2,4,0,0,0
353,0,1,1,0,0,3,5,0,0,1
354,6,3,0,0,0,4,0,0,0,1
355,2,2,0,0,0,0,1,0,0,1
356,4,2,0,0,0,1,2,0,0,0
357,6,3,0,0,0,2,3,0,0,1
358,2,2,0,0,0,3,4,0,0,1
359,0,1,1,1,0,4,5,0,0,1
360,22,3,0,0,1,0,0,0,0,0
361,1,1,0,0,0,1,1,1,0,0
362,2,2,0,0,0,2,2,0,0,1
363,4,2,0,0,0,3,3,0,0,0
364,10,3,0,0,0,4,4,0,0,0
365,2,2,0,0,0,0,5,0,0,1
366,6,3,0,0,0,1,0,0,0,1
367,0,1,1,1,0,2,1,0,0,1
368,8,2,0,0,0,3,2,0,0,0
369,4,2,0,0,0,4,3,0,0,0
370,6,3,0,0,0,0,4,0,0,1
371,2,2,0,0,0,1,5,0,0,1
372,10,3,0,0,0,2,0,0,0,0
373,0,1,1,0,0,3,1,0,0,1
374,6,3,0,0,0,4,2,0,0,1
375,6,2,0,0,0,0,3,0,0,0
376,6,2,0,0,0,1,4,0,0,0
377,2,2,0,0,0,2,5,0,0,1
378,14,3,0,0,0,3,0,0,0,0
379,0,1,1,1,0,4,1,0,0,1
380,10,3,0,0,0,0,2,0,1,0
381,2,2,0,0,0,1,3,0,0,1
382,2,2,0,0,0,2,4,0,0,1
383,0,1,1,1,0,3,5,0,0,1
384,14,2,0,0,0,4,0,0,0,0
385,6,3,0,0,0,0,1,0,0,1
386,2,2,0,0,0,1,2,0,0,1
387,4,2,0,0,0,2,3,0,0,0
388,4,2,0,0,0,3,4,0,0,0
389,0,1,1,0,0,4,5,0,0,1
390,14,4,0,0,0,0,0,0,0,1
391,2,2,0,0,0,1,1,0,0,1
392,10,2,0,0,0,2,2,1,0,0
393,2,2,0,0,0,3,3,0,0,1
394,2,2,0,0,0,4,4,0,0,1
395,2,2,0,0,0,0,5,0,0,1
396,16,3,0,0,0,1,0,0,0,0
397,0,1,1,0,0,2,1,0,0,1
398,2,2,0,0,0,3,2,0,0,1
399,6,3,0,0,0,4,3,0,0,1
400,13,2,0,0,0,0,4,1,0,0
401,0,1,1,0,0,1,5,0,0,1
402,6,3,0,0,0,2,0,0,0,1
403,2,2,0,0,0,3,1,0,0,1
404,4,2,0,0,0,4,2,0,0,0
405,8,2,0,0,0,0,3,0,0,0
406,6,3,0,0,0,1,4,0,0,1
407,2,2,0,0,0,2,5,0,0,1
408,14,3,0,0,0,3,0,0,0,0
409,0,1,1,0,0,4,1,0,0,1
410,6,3,0,0,0,0,2,0,0,1
411,2,2,0,0,0,1,3,0,0,1
412,4,2,0,0,0,2,4,0,0,0
413,2,2,0,0,0,3,5,0,0,1
414,10,3,0,0,0,4,0,0,0,0
415,2,2,0,0,0,0,1,0,0,1
416,10,2,0,0,0,1,2,0,0,0
417,2,2,0,0,0,2,3,0,0,1
418,6,3,0,0,0,3,4,0,0,1
419,0,1,1,1,0,4,5,0,0,1
420,22,4,0,0,0,0,0,0,1,0
421,0,1,1,0,0,1,1,0,0,1
422,2,2,0,0,0,2,2,0,0,1
423,4,2,0,0,0,3,3,0,0,0
424,6,2,0,0,0,4,4,0,0,0
425,4,2,0,0,0,0,5,0,0,0
426,6,3,0,0,0,1,0,0,0,1
427,2,2,0,0,0,2,1,0,0,1
428,4,2,0,0,0,3,2,0,0,0
429,6,3,0,0,0,4,3,0,0,1
430,6,3,0,0,0,0,4,0,0,1
431,0,1,1,1,0,1,5,0,0,1
432,18,2,0,0,0,2,0,1,0,0
433,0,1,1,0,0,3,1,0,0,1
434,6,3,0,0,0,4,2,0,0,1
435,6,3,0,0,0,0,3,0,0,1
436,4,2,0,0,0,1,4,0,0,0
437,2,2,0,0,0,2,5,0,0,1
438,6,3,0,0,0,3,0,0,0,1
439,0,1,1,1,0,4,1,0,0,1
440,14,3,0,0,0,0,2,0,0,0
441,7,2,0,0,0,1,3,1,0,0
442,6,3,0,0,0,2,4,0,0,1
443,0,1,1,1,0,3,5,0,0,1
444,10,3,0,0,0,4,0,0,0,0
445,2,2,0,0,0,0,1,0,0,1
446,2,2,0,0,0,1,2,0,0,1
447,2,2,0,0,0,2,3,0,0,1
448,12,2,0,0,0,3,4,0,0,0
449,0,1,1,0,0,4,5,0,0,1
450,16,3,0,0,0,0,0,0,0,0
451,2,2,0,0,0,1,1,0,0,1
452,4,2,0,0,0,2,2,0,0,0
453,2,2,0,0,0,3,3,0,0,1
454,2,2,0,0,0,4,4,0,0,1
455,6,3,0,0,0,0,5,0,0,1
456,14,3,0,0,0,1,0,0,0,0
457,0,1,1,0,0,2,1,0,0,1
458,2,2,0,0,0,3,2,0,0,1
459,6,2,0,0,0,4,3,0,0,0
460,10,3,0,0,0,0,4,0,0,0
461,0,1,1,0,0,1,5,0,0,1
462,14,4,0,0,0,2,0,0,1,1
463,0,1,1,1,0,3,1,0,0,1
464,8,2,0,0,0,4,2,0,0,0
465,6,3,0,0,0,0,3,0,0,1
466,2,2,0,0,0,1,4,0,0,1
467,0,1,1,1,0,2,5,0,0,1
468,16,3,0,0,0,3,0,0,0,0
469,2,2,0,0,0,4,1,0,0,1
470,6,3,0,0,0,0,2,0,0,1
471,2,2,0,0,0,1,3,0,0,1
472,6,2,0,0,0,2,4,0,0,0
473,2,2,0,0,0,3,5,0,0,1
474,6,3,0,0,0,4,0,0,0,1
475,4,2,0,0,0,0,1,0,0,0
476,10,3,0,0,0,1,2,0,0,0
477,4,2,0,0,0,2,3,0,0,0
478,2,2,0,0,0,3,4,0,0,1
479,0,1,1,1,0,4,5,0,0,1
480,22,3,0,0,0,0,0,0,0,0
481,2,2,0,0,0,1,1,0,0,1
482,2,2,0,0,0,2,2,0,0,1
483,6,3,0,0,0,3,3,0,0,1
484,7,2,0,0,0,4,4,1,0,0
485,2,2,0,0,0,0,5,0,0,1
486,10,2,0,0,0,1,0,0,0,0
487,0,1,1,1,0,2,1,0,0,1
488,6,2,0,0,0,3,2,0,0,0
489,2,2,0,0,0,4,3,0,0,1
490,10,3,0,0,0,0,4,0,0,0
491,0,1,1,1,0,1,5,0,0,1
492,10,3,0,0,0,2,0,0,0,0
493,2,2,0,0,0,3,1,0,0,1
494,6,3,0,0,0,4,2,0,0,1
495,10,3,0,0,0,0,3,0,0,0
496,8,2,0,0,0,1,4,0,0,0
497,2,2,0,0,0,2,5,0,0,1
498,6,3,0,0,0,3,0,0,0,1
499,0,1,1,1,0,4,1,0,0,1
500,10,2,0,0,0,0,2,1,0,0
501,2,2,0,0,0,1,3,0,0,1
502,2,2,0,0,0,2,4,0,0,1
503,0,1,1,1,0,3,5,0,0,1
504,22,3,0,0,0,4,0,0,0,0
505,2,2,0,0,0,0,1,0,0,1
506,6,3,0,0,0,1,2,0,1,1
507,4,2,0,0,0,2,3,0,0,0
508,4,2,0,0,0,3,4,0,0,0
509,0,1,1,0,0,4,5,0,0,1
510,14,4,0,0,0,0,0,0,0,1
511,2,2,0,0,0,1,1,0,0,1
512,8,1,0,0,0,2,2,1,0,0
513,6,2,0,0,0,3,3,0,0,0
514,2,2,0,0,0,4,4,0,0,1
515,2,2,0,0,0,0,5,0,0,1
516,10,3,0,0,0,1,0,0,0,0
517,2,2,0,0,0,2,1,0,0,1
518,6,3,0,0,0,3,2,0,0,1
519,2,2,0,0,0,4,3,0,0,1
520,14,3,0,0,0,0,4,0,0,0
521,0,1,1,0,0,1,5,0,0,1
522,10,3,0,0,0,2,0,0,0,0
523,0,1,1,1,0,3,1,0,0,1
524,4,2,0,0,0,4,2,0,0,0
525,10,3,0,0,0,0,3,0,0,0
526,2,2,0,0,0,1,4,0,0,1
527,2,2,0,0,0,2,5,0,0,1
528,18,3,0,0,0,3,0,0,0,0
529,1,1,0,0,0,4,1,1,0,0
530,6,3,0,0,0,0,2,0,0,1
531,4,2,0,0,0,1,3,0,0,0
532,10,3,0,0,0,2,4,0,0,0
533,2,2,0,0,0,3,5,0,0,1
534,6,3,0,0,0,4,0,0,0,1
535,2,2,0,0,0,0,1,0,0,1
536,6,2,0,0,0,1,2,0,0,0
537,2,2,0,0,0,2,3,0,0,1
538,2,2,0,0,0,3,4,0,0,1
539,4,2,0,0,0,4,5,0,0,0
540,22,3,0,0,0,0,0,0,0,0
541,0,1,1,0,0,1,1,0,0,1
542,2,2,0,0,0,2,2,0,0,1
543,2,2,0,0,0,3,3,0,0,1
544,10,2,0,0,0,4,4,0,0,0
545,2,2,0,0,0,0,5,0,0,1
546,14,4,0,0,0,1,0,0,0,1
547,0,1,1,1,0,2,1,0,0,1
548,4,2,0,0,0,3,2,0,0,0
549,4,2,0,0,0,4,3,0,0,0
550,10,3,0,0,0,0,4,0,0,0
551,2,2,0,0,0,1,5,0,0,1
552,14,3,0,0,0,2,0,0,1,0
553,2,2,0,0,0,3,1,0,0,1
554,2,2,0,0,0,4,2,0,0,1
555,6,3,0,0,0,0,3,0,0,1
556,4,2,0,0,0,1,4,0,0,0
557,0,1,1,0,0,2,5,0,0,1
558,10,3,0,0,0,3,0,0,0,0
559,2,2,0,0,0,4,1,0,0,1
560,18,3,0,0,0,0,2,0,0,0
561,6,3,1,0,0,1,3,0,0,1
562,2,2,0,0,0,2,4,0,0,1
563,0,1,1,1,0,3,5,0,0,1
564,10,3,0,0,0,4,0,0,0,0
565,2,2,0,0,0,0,1,0,0,1
566,2,2,0,0,0,1,2,0,0,1
567,8,2,0,0,0,2,3,0,0,0
568,6,2,0,0,0,3,4,0,0,0
569,0,1,1,0,0,4,5,0,0,1
570,14,4,0,0,0,0,0,0,0,1
571,0,1,1,1,0,1,1,0,0,1
572,10,3,0,0,0,2,2,0,0,0
573,2,2,0,0,0,3,3,0,0,1
574,6,3,0,0,0,4,4,0,0,1
575,4,2,0,0,0,0,5,0,0,0
576,19,2,0,0,0,1,0,1,0,0
577,0,1,1,0,0,2,1,0,0,1
578,4,2,0,0,0,3,2,0,0,0
579,2,2,0,0,0,4,3,0,0,1
580,10,3,0,0,0,0,4,0,0,0
581,2,2,0,0,0,1,5,0,0,1
582,6,3,0,0,0,2,0,0,0,1
583,2,2,0,0,0,3,1,0,0,1
584,6,2,0,0,0,4,2,0,0,0
585,10,3,0,0,0,0,3,0,0,0
586,2,2,0,0,0,1,4,0,0,1
587,0,1,1,1,0,2,5,0,0,1
588,16,3,0,0,0,3,0,0,0,0
589,2,2,0,0,0,4,1,0,0,1
590,6,3,0,0,0,0,2,0,0,1
591,2,2,0,0,0,1,3,0,0,1
592,8,2,0,0,0,2,4,0,0,0
593,0,1,1,0,0,3,5,0,0,1
594,14,3,0,0,0,4,0,0,0,0
595,6,3,0,0,0,0,1,0,0,1
596,4,2,0,0,0,1,2,0,0,0
597,2,2,0,0,0,2,3,0,0,1
598,6,3,0,0,0,3,4,0,0,1
599,0,1,1,1,0,4,5,0,0,1
600,22,3,0,0,0,0,0,0,1,0
601,0,1,1,0,0,1,1,0,0,1
602,6,3,0,0,0,2,2,0,0,1
603,4,2,0,0,0,3,3,0,0,0
604,4,2,0,0,0,4,4,0,0,0
605,4,2,0,0,0,0,5,0,0,0
606,6,3,0,0,0,1,0,0,0,1
607,0,1,1,1,0,2,1,0,0,1
608,10,2,0,0,0,3,2,0,0,0
609,6,3,0,0,0,4,3,0,0,1
610,6,3,0,0,0,0,4,0,0,1
611,2,2,0,0,0,1,5,0,0,1
612,16,3,0,0,0,2,0,0,0,0
613,0,1,1,0,0,3,1,0,0,1
614,2,2,0,0,0,4,2,0,0,1
615,6,3,0,0,0,0,3,0,0,1
616,14,3,0,0,0,1,4,0,0,0
617,0,1,1,0,0,2,5,0,0,1
618,6,3,0,0,0,3,0,0,0,1
619,0,1,1,1,0,4,1,0,0,1
620,10,3,0,0,0,0,2,0,0,0
621,6,2,0,0,0,1,3,0,0,0
622,2,2,0,0,0,2,4,0,0,1
623,2,2,0,0,0,3,5,0,0,1
624,18,3,0,0,0,4,0,0,0,0
625,3,1,0,0,0,0,1,1,0,0
626,2,2,0,0,0,1,2,0,0,1
627,6,3,0,0,0,2,3,0,0,1
628,4,2,0,0,0,3,4,0,0,0
629,2,2,0,0,0,4,5,0,0,1
630,22,4,0,0,0,0,0,0,0,0
631,0,1,1,1,0,1,1,0,0,1
632,6,2,0,0,0,2,2,0,0,0
633,2,2,0,0,0,3,3,0,0,1
634,2,2,0,0,0,4,4,0,0,1
635,2,2,0,0,0,0,5,0,0,1
636,10,3,0,0,0,1,0,0,0,0
637,4,2,0,0,0,2,1,0,0,0
638,6,3,0,0,0,3,2,0,0,1
639,4,2,0,0,0,4,3,0,0,0
640,14,2,0,0,0,0,4,0,0,0
641,0,1,1,0,0,1,5,0,0,1
642,6,3,0,0,0,2,0,0,0,1
643,0,1,1,1,0,3,1,0,0,1
644,10,3,0,0,0,4,2,0,0,0
645,6,3,1,0,0,0,3,0,0,1
646,6,3,0,0,0,1,4,0,0,1
647,0,1,1,1,0,2,5,0,0,1
648,18,2,0,0,0,3,0,1,0,0
649,2,2,0,0,0,4,1,0,0,1
650,10,3,0,0,0,0,2,0,1,0
651,6,3,0,0,0,1,3,0,0,1
652,4,2,0,0,0,2,4,0,0,0
653,0,1,1,0,0,3,5,0,0,1
654,6,3,0,0,0,4,0,0,0,1
655,2,2,0,0,0,0,1,0,0,1
656,8,2,0,0,0,1,2,0,0,0
657,4,2,0,0,0,2,3,0,0,0
658,6,3,0,0,0,3,4,0,0,1
659,0,1,1,1,0,4,5,0,0,1
660,22,4,0,0,0,0,0,0,0,0
661,0,1,1,0,0,1,1,0,0,1
662,2,2,0,0,0,2,2,0,0,1
663,6,3,0,0,0,3,3,0,0,1
664,6,2,0,0,0,4,4,0,0,0
665,6,3,0,0,0,0,5,0,0,1
666,10,3,0,0,0,1,0,0,0,0
667,2,2,0,0,0,2,1,0,0,1
668,4,2,0,0,0,3,2,0,0,0
669,2,2,0,0,0,4,3,0,0,1
670,6,3,0,0,0,0,4,0,0,1
671,2,2,0,0,0,1,5,0,0,1
672,22,3,0,0,0,2,0,0,0,0
673,0,1,1,0,0,3,1,0,0,1
674,2,2,0,0,0,4,2,0,0,1
675,10,2,0,0,0,0,3,1,0,0
676,7,2,0,0,0,1,4,1,0,0
677,0,1,1,0,0,2,5,0,0,1
678,6,3,0,0,0,3,0,0,0,1
679,2,2,0,0,0,4,1,0,0,1
680,14,3,0,0,0,0,2,0,0,0
681,2,2,0,0,0,1,3,0,0,1
682,6,3,0,0,0,2,4,0,0,1
683,0,1,1,1,0,3,5,0,0,1
684,16,3,0,0,0,4,0,0,0,0
685,2,2,0,0,0,0,1,0,0,1
686,6,2,0,0,0,1,2,0,0,0
687,2,2,0,0,0,2,3,0,0,1
688,8,2,0,0,0,3,4,0,0,0
689,2,2,0,0,0,4,5,0,0,1
690,14,4,0,0,0,0,0,0,0,1
691,0,1,1,1,0,1,1,0,0,1
692,4,2,0,0,0,2,2,0,0,0
693,10,3,0,0,0,3,3,0,0,0
694,2,2,0,0,0,4,4,0,0,1
695,2,2,0,0,0,0,5,0,0,1
696,14,3,0,0,0,1,0,0,0,0
697,2,2,0,0,0,2,1,0,0,1
